,en_text,th_text
103405,"Okay I've you booked for two tickets to see Captain Marvel in midtown Manhattan at AMC 25 234 W 42nd St, New York, NY 10036.",โอเคค่ะ จองตั๋วสองใบสำหรับดูกัปตันมาร์เวลที่มิดทาวน์แมนฮัตตันให้แล้วนะคะ ที่เอเอ็มซี 25 234 ถนนตะวันตก 42 นิวยอร์ก นิวยอร์ก 10036 ค่ะ
99128,That's about 30 mins out. I think we can get a car to you before then.,นั่นก็ต้องใช้เวลา 30 นาทีนะคะ คิดว่าน่าจะเรียกรถให้ได้ก่อนหน้านั้นนะคะ
213430,PABU Izakaya is Within Downtown of San Francisco.,ร้านพาบุอิซากายะอยู่ในดาวน์ทาวน์ของซานฟรานซิสโกเลยค่ะ
110171,"Ok, placing the order now.",โอเค กำลังสั่งค่ะ
208393,"Ok nice, please give me vanilla cream for my coffee.",โอเคครับ งั้นเอาเป็นครีมวานิลลาครับ
140506,"Um...let's do pepperoni, sausage and green peppers.",เอาเป็ปเปอร์โรนี ไส้กรอก กับพริกหยวกแล้วกัน
200165,"AMC AMC theater, New York City.",เอเอ็มซี เอเอ็มซีเทียเตอร์ นิวยอร์กซิตี้ค่ะ
95363,And what would you like to order?,ไม่ทราบว่าจะสั่งอะไรดีคะ?
125403,have a great day.,ขอให้เป็นวันที่ดีนะคะ
83223,"Springtown Complete Auto Repair has an opening for that time and date, would you like further info?",สปริงทาวน์ คอมพลีท ออโต รีแพร์ เปิดอยู่ในวันและเวลานั้นเลยค่ะ ต้องการข้อมูลเพิ่มเติมไหมคะ
147346,"ok, the total will be $23.89, can i continue with the purchase?",โอเค ทั้งหมดเป็น 23.89 ดอลลาร์ ให้ดำเนินการชำระเงินเลยปะคะ
84260,"I'm sorry, but they are actually out of the caramel macchiato's. Is there anything else you would like instead?",ต้องขอโทษด้วยค่ะแต่ว่าที่ร้านคาราเมลมัคคิอาโต้หมดค่ะรับอย่างอื่นแทนไหมคะ
173118,Got it. Give me a minute or two and I'll pull up the 2 best options for you.,ได้ค่ะ ขอเวลานาที 2 นาทีนะคะ เดี๋ยวจะหาตัวเลือก 2 ร้านที่ดีที่สุดให้ค่ะ
131133,Would you like the cookie to be warmed?,ให้อุ่นคุกกี้มั้ยคะ?
130079,"sure, the meat lovers had sausage, pepperoni, ham, and salami, did you want to try that or just sausage and pepperoni?",ได้เลยค่ะ หน้ามีทเลิฟเวอร์มีไส้กรอก เปปเปอโรนี แฮมและซาลามิค่ะ ลูกค้าต้องการลองไหมคะ หรือรับแค่ไส้กรอกและเปปเปอโรนี
108842,Two adults and two kids under 12.,ตั๋วผู้ใหญ่ 2 ใบตั๋วเด็กอายุต่ำกว่า 12 ปีอีก 2 ใบค่ะ
47460,do you mean the one on 213 milburn drive,ใช่ 123มิลเบิร์นไดรฟ์ไหม
150285,"Great, and you said several lights were out in your car?",ค่ะ รถมีไฟบางดวงดับใช่มั้ยคะ
57967,"ok i'll put that down, is there anything specific it's doing like making a noise or?",โอเคค่ะ ใจเย็น ๆ นะคะ มีอะไรที่เป็นพิเศษมั้ยคะ มีเสียงหรืออะไร
144655,"No, I really like this theater, I'll just watch something else I guess. How about Little?",ไม่ล่ะ ฉันชอบโรงนั้นมากจริงๆ ดูเรื่องอื่นก็ได้ เรื่องลิตเติ้ลล่ะ
46943,What?! What do they have?,อะไรนะ แล้วเค้ามีอะไร
115407,"There's one at 3:30, does that work?",มีรอบหนึ่งตอนบ่ายสามครึ่ง ได้ไหมคะ
4815,"Ok, thanks for the info and I'll call you back as soon as I find everything out.",โอเคค่ะ ขอบคุณที่แจ้งนะคะ ถ้าได้ข้อมูลแล้วจะโทรกลับนะคะ
3067,I'm sorry but they are sold out tonight.,ขอโทษนะคะ แต่ตั๋วคืนนี้เต็มหมดแล้วค่ะ
213659,"Yes, I have leaking oil in my 2015 Honda Pilot.",ใช่ รถฮอนด้าไพล็อต 2015 ของฉันมีปัญหาน้ำมันเครื่องรั่วนะ
3132,Also ask how much the inspection will be.,ช่วยถามให้ด้วยค่ะว่าค่าตรวจเท่าไหร่
169205,"hi there, how can i help you?",ไงคะ หนูช่วยอะไรพี่ได้เอ่ย
6614,"Hi, I would like a steak for dinner.",สวัสดี ฉันอยากกินสเต็กเป็นมื้อเย็น
134141,It looks like you can get in next Tuesday at 8am.,เหมือนจะได้วันอังคารหน้า ตอนแปดโมงเช้าค่ะ
216332,or the best ratings?,หรือเรทดีสุด
159565,oh thanks so much,โอ้ ขอบคุณมากค่ะ
182206,"They're above average, good dressing.",สูงกว่ามาตรฐานค่ะ น้ำสลัดอร่อยด้วย
46441,Can I also get that with extra sauce to?,แล้วก็เอาซอสเพิ่มได้ไหม
198368,"sure, what size would you like?",ได้ค่ะ เอาไซส์ไหนดีคะ?
165781,HI there.,สวัสดีค่ะ มีอะไรให้ช่วยคะ
198515,for all 3?,ทั้ง 3 ถาดเลยมั้ยคะ?
9809,"Yeah, it's backfiring and smoking again.",ใช่แล้วล่ะ เกิดแบคไฟร์กับควันขึ้นอีกแล้ว
121058,"hi there, how can i help you?",สวัสดีค่ะ ต้องการให้ช่วยอะไรคะ
222694,"ok. the order is for 1 venti iced flat white with whole milk from Starbucks in Austin, Texas.",รับทราบค่ะ เป็นสั่งแฟล็ต ไวท์ เย็น ไซส์เวนติ ใส่นมสด และจะไปรับที่สตาร์บัคส์สาขาในออสติน เท็กซัส
99071,"Is this for breakfast, brunch, lunch, or dinner?",เป็นมื้อเช้า มื้อสาย มื้อเที่ยง หรือมื้อค่ำคะ
73018,"tomorrow is acceptable, but check if they can take me today or even now as I am driving outside",พรุ่งนี้ก็รับได้ แต่ลองดูว่าวันนี้ได้มั้ย หรือตอนนี้ก็ได้ ขับรถอยู่ข้างนอก
206013,You trying to go over 60.,ตอนที่ขับเกิน 60 น่ะค่ะ
209171,"Hi. I was looking for a nice, sit-down restaurant in San Francisco, an American-food restaurant.",สวัสดี ฉันกำลังมองหาร้านอาหารมีที่นั่งน่ารักๆ ในซานฟรานซิสโก ร้านอาหารอเมริกันน่ะ
130422,ok. your tickets will be sent to you via text message.,ค่ะ ตั๋วจะถูกส่งไปทางข้อความนะคะ
121171,"Yeah, I want them with thick crust.",ครับ ขอเป็นขอบหนาด้วยครับ
155317,What's the best way to reach you?,ฉันจะสามารถติดต่อคุณได้ทางไหนดีที่สุด
79980,Can you make me an appointment to have my car looked at,ช่วยนัดเวลาซ่อมรถให้หน่อยได้มั้ย
123405,"Oh, that's too bad. Can you check the Morton's then?",โห แย่จริง เช็คที่มอร์ทอนแทนได้ไหม
121560,"Ok and you said you wanted to schedule for next Friday, February 8th is that correct?",ต้องการจองคิวไว้วันศุกร์หน้า คือวันที่ 8 กุมภาพันธ์ ถูกต้องนะคะ
26601,"This is the hard part. My family loves their Sweet Bahama #3, but we like it with onions instead of peppers, can you see if they can do that?",ยากเลย คือลูกผมชอบหน้าสวีท บาฮาม่า #3 แต่เราอยากใส่หัวหอมแทนพริกหยวก ช่วยถามให้หน่อยว่าร้านทำได้มั้ย
217302,No problem. What milk then?,ไม่มีปัญหาค่ะ นมอะไนดีคะถ้างั้น
10802,"they have appointment slots for tomorrow, but the person there said they may be able to squeeze you in this afternoon in an hour, do you want to take this slot",ที่อู่มีตารางนัดหมายของพรุ่งนี้ค่ะ แต่พนักงานบอกว่าสามารถแทรกคิวให้ได้บ่ายวันนี้ ในอีกชั่วโมงค่ะ สะดวกมั้ยคะ
115105,"2 small pizzas, 1 with pepperoni, olives, green peppers, and 1 meat lovers.",พิซซ่าสองถาดเล็ก ถาดแรกเป็นเปปเปอโรนี่ มะกอก พริกหยวก อีกถาดเป็นมีทเลิฟเวอร์
57452,Well darn. Ok 2% milk is ok instead.,ให้ตายเถอะ งั้นเอานม 2% แทนแล้วกัน
78803,10 people.,10 คนค่ะ
152436,"Excellent, thank you.",เยี่ยมเลยค่ะ ขอบคุณค่ะ
216309,great! One moment while I process your purchase,เยี่ยม รอสักครู่นะคะ กำลังดำเนินการให้
11059,How about sausage?,ไส้กรอกละกัน
69163,I think that's it for now.,ฉันคิดว่าตอนนี้พอแค่นี้ก่อน
69188,Alright can you pick that up to be sure we have everything and not rely on delivery?,โอเค คุณช่วยไปรับมาได้ไหม จะได้เช็คให้แน่ใจว่าได้อาหารครบ แล้วก็ไม่ต้องไปพึ่งบริการส่งด้วย
207824,Add extra cheese,เพิ่มชีสค่ะ
144374,"The estimate for all rides, both shared and not, is 13 minutes.",ระยะเวลาโดยประมาณ ทั้งแบบแชร์และไม่แชร์ จะเป็น 13 นาทีค่ะ
10659,How about 6:00pm?,ถ้าเป็น 6 โมงเย็นล่ะคะ
83141,Great and how much is that?,เยี่ยมไปเลยค่ะ ราคาเท่าไหร่คะ
88995,"Okay, well regular then.",งั้นธรรมดาแล้วกันค่ะ
49002,"Anytime, bye.",ยินดีเสมอค่ะ สวัสดีค่ะ
210378,Excuse me.,รบกวนด้วยค่ะ
74769,3 people including me.,3 คนค่ะ รวมตัวเองแล้ว
39887,Okay your ride is on it's way! You can now check the status of it on your phone.,โอเคค่ะ รถกำลังเดินทางมาค่ะ ดูตำแหน่งรถได้บนมือถือนะคะ
103803,"Hello, Mr. John Doe. I am confirming that you will be transported to the Atlanta airport on Friday. The Lyft driver will be arriving at your home at 1:30 p.m. Her name is Elaine and she will be driving a red Ford Escort.",สวัสดีค่ะคุณจอห์น โด จะโทรมายืนยันว่าคุณจะมีรถไปส่งที่สนามบินแอตแลนต้าวันศุกร์นี้นะคะ คนขับลิฟท์จะไปถึงบ้านคุณตอน 13.30 น. ชื่อเอเลน ขับรถฟอร์ด เอสคอร์ตสีแดงค่ะ
148719,done. 4 tickets for aquaman at 9:50pm at Regal Cinemas Bowling Green 12.,เรียบร้อยค่ะ ตั๋ว 4 ใบ เรื่องอะควาแมน เวลา 21.50 น. ที่โรงหนังรีเกิล โบลิ่งกรีน 12
87498,"Can you book a table for four for Friday, March 8th at 6:00 pm? I would also love a table overlooking the river.",จองโต๊ะสำหรับสี่คนวันศุกร์ที่ 8 มีนาตอนหกโมงเย็นนะคะ ขอโต๊ะที่เห็นวิวแม่น้ำด้วยค่ะ
23281,no. that is awesome. thank you,ไม่จ้ะ เยี่ยมมาก ขอบใจนะ
83318,Something that would have a strong emotional impact.,แบบที่สะเทือนอารมณ์น่ะค่ะ
100995,I would like 5:15pm today.,ขอเป็นรอบ 5 โมง 15 วันนี้ค่ะ
173177,What showtimes do they have available tomorrow?,มีรอบไหนบ้างคะวันพรุ่งนี้
108871,Need anything else?,รับอะไรเพิ่มอีกมั้ยคะ
83420,Somewhere near the middle is good.,กลาง ๆ ตรงไหนก็ได้ค่ะ
12943,That's great. Thanks so much.,ดีค่ะ ขอบคุณมากนะคะ
121512,"sure, adding gluten free crust to your order.",ได้ค่ะ เพิ่มว่าเป็นแป้งปลอดกลูเตนลงในออร์เดอร์นะคะ
98744,As soon as possible. Later today would be best.,ยิ่งเร็วยิ่งดีครับ ถ้าเป็นวันนี้ได้ก็เยี่ยมเลย
100867,13 dollars and 53 cents.,13 ดอลลาร์ 53 เซนต์ค่ะ
197642,got it. let me look into that for you.,ได้เลยค่ะ ขอหาให้สักครู่นะคะ
178204,"thank you. so let me make sure i got it right: your 2018 mercedes benz c class is leaking oil, is this correct?",ขอบคุณค่ะ ขอทวนอีกครั้ง รถ 2018 เมอร์ซิเดสเบนซ์ ซีคลาส น้ำมันรั่ว ถูกมั้ยคะ
216295,"Okay!, did you have a specific one in mind?",โอเค มีโรงไหนที่เล็งไว้ไหมคะ
117567,Maybe onions and then also the other pizza with like pepperoni and extra cheese and chicken.,คงเอาเป็นหัวหอมแล้วอีกถาดก็เปปเปอโรนี่ เอ็กซ์ตร้าชีส แล้วก็ไก่
94356,Is it? Check to see if you are able to find an appointment,งั้นหรอ? ดูให้หน่อยว่าจะจองนัดได้มั้ย?
189776,"first we have Fog Harbor Fish House, Pier 39 seafood institution with fresh fish & scenic views of the bay & Golden Gate Bridge.",ร้านแรกคือ ฟอก ฮาร์เบอร์ เฮาส์ ปิแอร์ 39 ร้านอาหารทะเลที่มีปลาสดใหม่และวิวของอ่าวที่สวยและมีสะพานโกลเด้นเกต
57205,"So to confirm, you want an UberX ride from your current location to Republique?",ยืนยันว่าคุณต้องการอูเบอร์เอ็กซ์เดินทางจากตำแหน่งปัจจุบันของคุณไปที่รีพับลิคนะคะ
144247,"Okay, great we will get it ready.",โอเค เยี่ยมค่ะ เดี๋ยวทำให้ค่ะ
216926,"No, how about for 8 pm on Friday?",ไม่อะค่ะ ถ้าเป็น 2 ทุ่มวันศุกร์ล่ะคะ
17010,No how about do you have any wraps,ไม่เอาค่ะ มีแรปบ้างมั้ยคะ
165287,when do you want a table?,คุณต้องการจองไว้เวลาไหนดีคะ
32793,Cool. I should see it too then. I've got it on Fandango right now.,เจ๋งเลย ฉันต้องไปหาดูแล้วล่ะค่ะ ได้ตั๋วหนังที่แฟนดันโกแล้วนะคะ
186197,Alright one moment.,โอเค รอสักครู่นะคะ
143605,I kind of want it to be a bit on the fancy side,อยากให้มันออกเวอร์ๆ หน่อย
106733,I would like to order something from Bosses Pizza can you put in an order for me?,ฉันอยากสั่งพิซซ่าจาะบอสเซสพิซซ่าค่ะ ช่วยสั่งให้หน่อยได้มั้ยคะ?
1518,How many?,กี่ที่คะ
208871,"3 medium pizzas, one meat lovers.",พิซซ่ากลาง 3 ถาด หนึ่งมีทเลิฟเวอร์
118144,"would you like pick-up, delivery, or dine-in?",เอาเป็นแบบทานที่ร้าน รับกลับหรือเดลิเวอรี่ดีคะ?
80558,It's not problem. That's why I am here.,ไม่ใช่ปัญหาค่ะ หน้าที่ฉันอยู่แล้ว
41549,"Okay, so I got you a venti iced Iced Starbucks® Blonde Vanilla Bean Coconutmilk Latte with an extra espresso shot.",โอเคค่ะ ถ้างั้นหนูสั่งเวนตี้ไอซ์ สตาร์บัคส์ บลอนด์ วานิลา บีน โคโคนัทมิลค์ ลาเต้ เพิ่มช็อตเอสเปรสโซ่
130225,Does 8:30 am work?,เป็นแปดโมงครึ่งได้ไหมคะ
28091,Thanks we sure will! See you tomorrow!,ขอบใจ คงสนุกแหละ เจอกันพรุ่งนี้นะ
200077,No thanks. I can do that once I get there.,ไม่ค่ะ ขอบคุณ ฉันสามารถสั่งเองได้พอไปถึงโรงหนังค่ะ
123973,how do you spell your last name?,นามสกุลสะกดยังไงคะ
24638,"Oh, I see. Any others?",โอ้ เข้าใจแล้ว มีร้านอื่นไหม
93140,Can I get a receipt?,ฉันขอใบเสร็จด้วยได้มั้ยคะ?
143936,"I guess it will have to! Okay, get two tickets for the showing at 10:45pm",ก็ได้นะ โอเค จองตั๋วสองใบรอบ 4 ทุ่ม 45
3385,The trunk keeps flying open.,กระโปรงรถมันเปิดเองตลอดเลยค่ะ
143597,"Okay, what restaurant?",โอเคค่ะ ร้านไหนคะ
70000,Do you want me to try the one on Hilside?,อยากให้ลองไปดูที่สาขาฮิลล์ไซด์มั้ยคะ
151809,"3 medium pizzas, 2 chicken and 1 veggie lover all with thin crust.",พิซซ่าไซส์กลาง 3 ถาด หน้าไก่ 2 ถาดและเว็จจีเลิฟเวอส์ 1 ถาด ทุกถาดเป็นขอบบางนะคะ
56329,"No, that's to far away, I am concerned about these breaks and need to get them fixed soon.",ไม่ได้ นานเกินไป ผมกังวลเรื่องเบรคมากและต้องการให้ซ่อมโดยด่วน
190572,"great, can you please provide your name and number?",เยี่ยมค่ะ ช่วยบอกชื่อและเบอร์หน่อยค่ะ
62032,What's the problem?,รถมีปัญหาอะไรคะ
217530,Okay. Please confirm all the details of the reservation.,โอเคค่ะ ช่วยยืนยันรายละเอียดการจองหน่อยค่ะ
28604,i would like to make a reservation for dinner,อยากจองโต๊ะมื้อเย็นค่ะ
11249,I want it to be a quiet atmosphere and to serve alcohol.,อยาได้ร้านที่มีบรรยากาศเงียบๆ และเสิร์ฟแอลกอฮอล์
97189,"I'll go with pepperoni, bacon, mushrooms, banana peppers and onions.",เอาเปปเปอโรนี เบคอน เห็ด พริกกล้วย แล้วก็หัวหอม
14954,I need something sooner then that,ฉันอยากได้เร็วกว่านั้นหน่อยค่ะ
202352,I'm trying to get some movie tickets.,กำลังหาซื้อตั๋วหนังค่ะ
69894,"Ok, so Lyft regular?",โอเค รถลิฟท์แบบปกตินะคะ?
136881,Could you tell me if this restaurant has a separate menu for lunch and dinner?,ที่ร้านนี่เมนูอาหารกลางวันกับเย็นเหมือนกันมั้ยน่ะ
134301,Confirming your order of a large pizza from Salvatore's with pepperoni and mushrooms,กำลังยืนยันรายการ พิซซ่าถาดใหญ่หนึ่งถาดจากร้านซัลเวเตอร์ หน้าเปปเปอโรนีและเห็ดค่ะ
176504,"Okay. And at Monsieur Benjamin, how is the food quality?",โอเคค่ะ แล้วที่มอนซิเออร์ เบนจามิน คุณภาพอาหารดีไหมคะ
96256,Yes in the middle of the back row. 2 seats together.,ค่ะ กลางแถวหลัง 2 ที่นั่งติดกัน
51092,"Sure, when would you like to book and for how many?",ได้เลยค่ะ ให้จองรอบกี่โมงสำหรับกี่คนคะ
73036,Have a wonderful time! Let me know how it is?,ขอให้มีเวลาที่ดีนะ บอกด้วยนะว่าเป็นยังไงบ้าง
107890,Thursday at 9?,วันพฤหัสตอน 9 โมงนะคะ
130785,Ok how many tickets do you want?,โอเค ต้องการตั๋วกี่ใบคะ
204744,"Okay, sure! anything else for you?",ค่ะ ได้ค่ะ อย่างอื่นอีกไหมคะ
128973,kansai stakehouse has the shortest route,เคนไซ สเต็กเฮ้าท์ใกล้ที่สุด
194159,On monroe avenue?,บนถนนมอนโรถูกไหมคะ
64056,"Yes, that's correct.",ใช่ค่ะ ถูกต้องเลย
36175,Can I confirm you want an UberXL?,สรุปว่าเป็นอูเบอร์เอ็กซ์แอลนะคะ
56536,"There are three showings, 12:50pm, 3:40pm, and 6:30pm.",มีรอบฉาย 3 รอบค่ะ เที่ยง 50 นาที บ่าย 3 โมง 40 นาที และ 6 โมงครึ่งค่ะ
182758,"yeah, i can do that. the address is 1234 cars lane. i've also sent the directions to your email.",ได้เลยค่ะ 1234 คาร์สเลนนะคะ ส่งเส้นทางไปทางอีเมลแล้วค่ะ
58084,I need to take it to a mechanic. can you schedule me something since i am driving?,ผมต้องการเอารถเข้าอู่ ช่วยนัดเวลาให้หน่อยได้มั้ยเพราะตอนนี้ผมขับรถอยู่
10520,"yes, one child",มี 1 คนครับ
61907,"Okay, I'll mark that down as just problems with your tires.",โอเค ฉันจะจดไว้นะคะว่าเป็นปัญหาเกี่ยวกับยางรถ
91960,"I need a vehicle that will fit at least 4 people, I have my kids with me.",ต้องการรถที่พอสำหรับคนอย่างน้อย 4 คน ลูกฉันไปด้วย
4148,"I'll take 3 small pizzas, thin crust",ขอพิซซ่าแป้งบางถาดเล็ก 3 ถาดค่ะ
37720,Hi. I'd like to order some Dominoes.,สวัสดี ขอสั่งโดมิโน่หน่อยได้ไหม
175578,which one would you like to go with.,ต้องการจองร้านไหนดีคะ
100240,The fee for the diagnosis will be $265.,มีค่าตรวจวิเคราะห์ 265 เหรียญนะคะ
187589,"Hello, is there like a Hawaiian style pizza?",เอ่อ มีพิซซ่าฮาวายเอี้ยนมั้ยคะ
200423,Perbacco does.,เปอร์แบกโปมีค่ะ
101916,Where would you like to take the car to?,จะใช้บริการอู่ไหนดีคะ
48733,The fare estimate is currently $45-60.,ราคาประมาณ 45-60 ดอลลาร์หค่ะ
155979,"Hi, I'm in San Francisco, and I'm looking for something to eat. Can you help me out, find a restaurant, please?",สวัสดีค่ะ ฉันอยู่ที่ซานฟรานซิสโก ฉันกำลังหาอะไรกิน ช่วยฉันหาร้านอาหารได้ไหม
179429,"sure, your uberxl fare estimate is $15.",ได้ค่ะ ค่าโดยสารโดยประมาณของรถอูเบอร์เอ็กซ์แอลคือ 15 ดอลล่าร์นะคะ
120521,Can I get a cappuccino?,ขอคาปูชิโนได้มั้ยครับ
170607,Your order has been sent to Bella Luna.,ส่งรายการไปที่ร้านเบลล่าลูน่าแล้วค่ะ
151910,which would you like?,อยากได้อันไหนคะ
24140,no problem. have a nice day.,ไม่มีปัญหาค่ะ ขอให้เป็นวันที่ดีนะ
100588,Oh geez!,โอ๊ย ให้ตาย!
74043,"Sorry, they(all tickets) are sold out.",ขอโทษด้วยค่ะ แต่ที่ตั๋วถูกซื้อไปหมดแล้วค่ะ
18937,Okay. Where will you be coming from?,โอเค ให้รับจากที่ไหนคะ
278,OK where is this begin picked up at,โอเคค่ะ ให้ไปรับที่ไหนดีคะ?
69948,"Perfect thank you sir, would you prefer a certain time?",เยี่ยมมาก ขอบคุณค่ะ อยากได้เวลาไหนเป็นพิเศษมั้ยคะ?
59817,Milk? Sugar?,แล้วนมน้ำตาลล่ะคะ
94609,"Alright then. A doppio espresso, with a splash of almond milk and honey. Will that be all?",ได้ค่ะ เอสเพรสโซ่ 2 ช็อต ใส่นมอัลมอนด์กับน้ำผึ้งเล็กน้อย แค่นั้นใช่มั้ยคะ?
35293,Anything else.,มีอะไรอีกมั้ยคะ
113984,What did you need an appointment for?,คุณอยากจองคิวนัดทำไมคะ
221159,should i place the order for you now?,ให้ส่งออเดอร์ไปเลยมั้ยคะ
215081,and you wanted 2 tickets?,ตั๋ว 2 ใบนะคะ
105185,"Manhattan, New York.",แมนฮัตตัน นิวยอร์กค่ะ
15678,"No! Okay, I'll take regular mozzarella then.",ไม่ โอเค เอามอสเซอเรลลาปกติก็ได้
182677,313 313 3131.,313 313 3131 จ้ะ
184855,What are the price ranges for the first restaurant?,ร้านแรกราคาอยู่ประมาณช่วงไหนคะ
97079,Hi Ruth! I’m calling because I need you to get some movie tickets for me tonight.,สวัสดีรูธ โทรหาเพราะอยากให้ช่วยซื้อตั๋วหนังให้หน่อยสำหรับคืนนี้
116405,"Yeah. I'd like to use whole milk with that, and an extra shot of espresso, too, please.",เอา เอาเป็นนมสดนะ เพิ่มช็อตเอ็กเปรสโซ่ด้วยค่ะ
155253,what can I get for you?,คุณจะรับอะไร
151706,Your total is $48.99 and it'll take 30 minutes.,ราคาทั้งหมดเป็น 48.99 เหรียญค่ะ ใช้เวลาทำ 30 นาทีนะคะ
128356,Tomorrow morning should work,ถ้าเป็นพรุ่งนี้เข้าได้ไหมครับ
29452,What size would you like?,ขนาดไหนคะ
73134,"Yep, sounds right!",ใช่ ใช่เลย
208336,I'd like to order one Starbucks Cafe Americano expresso.,ต้องการสั้งคาเฟ่อเมริกาโน่ เอ็กซ์เปรสโซ่จากร้านสตาร์บัคค่ะ
57435,Paul T. Anderson. My number is 409-2344.,พอล ที แอนเดอร์สัน เบอร์ 409-2344
70729,Okay will be done,โอเค ได้เลยค่ะ
8019,You were thank you very much.,เธอช่วยได้เยอะเลย ขอบคุณมากนะ
195118,"Order me three medium-size pizzas, please.",ช่วยสั่งพิซซ่าถาดกลาง 3 ถาดให้พี่ที
13636,No that is it. Thanks.,ไม่มีแล้วค่ะ ขอบคุณมากค่ะ
195791,"Ok, what kind of food do you like?",โอ้ หารประเภทอะไรคะ
165761,Okay. What type of car?,โอเค รถแบบไหน
49921,"Nope, that is all.",ไม่ค่ะ ไม่มีแล้วค่ะ
200301,Alright. One moment while I pull that up.,ได้ค่ะ ขอเวลาสักครู่นะคะ กำลังเปิดเว็บค่ะ
200897,Are you there?,ยังอยู่รึเปล่าคะ
199707,and what's a number they can reach you at?,เบอร์มือถือที่ติดต่อได้อะไรคะ
12055,They make both thin crust and Chicago-style pizza.,มีทั้งบางกรอบและชิคาโกสไตล์ค่ะ
218772,"I want to book restaurant, San Francisco.",ฉันต้องการจองที่ภัตตาคารค่ะ ซาน ฟรานซิสโก
14338,Talk to you tomorrow!,แล้วเจอกันพรุ่งนี้นะ
100606,replace Green pepper with Jalapeno Peppers,ใส่พริกจาลาปิโน่แทนพริกหยวกเขียวค่ะ
43654,"Yes, they do. They also have deep dish or flatbread options. Do you still prefer the mozzarella stuffed crust?",มีค่ะ มีแบบแป้งหนาพิเศษกับแป้งแบนค่ะ แยากสั่งเป็นแป้งชีสมอซซาเรลลามั้ยคะ
201477,"ok, i have booked a table for 4 at 5:30pm tomorrow at californios, can i help you with anything else?",โอเค จองโต๊ะสำหรับ4 ท่านตอน 5โมงครึ่งที่ร้านแคลิฟอร์นิโอ มีอย่างอื่นให้ช่วยอีกมั้ยคะ?
171389,do you need me to schedule this asap?,ให้เรียกให้เลยมั้ยคะ
126494,I need one other thing so those both those pizzas need to be gluten free crust.,ขออีกอย่างนะคะ อยากให้แป้งพิซซ่าทั้ง 2 ถาดนี้ไม่มีกลูเตนน่ะค่ะ
162309,we will send the tickets to your mobile device.,จะส่งตั๋วไปทางโทรศัพท์นะคะ
149740,"sure, what would you like on those 2 large pizzas?",ได้ค่ะ 2 ถาดใหญ่ รับเป็นหน้าอะไรคะ
201963,"sure, your reservation is confirmed for tomorrow at 5pm at cotogna for 4 people.",ได้ค่ะ คอนเฟิร์มการจองสำหรับวันพรุง่นี้ 5โมงเย็นที่ร้านโคตอกน่า สำหรับ 4 ท่านนะคะ
879,I know which one I want to go to.,รู้แล้วว่าอยากไปโรงไหน
7996,Found you a car sir.,ได้รถแล้วค่ะท่าน
208427,I recommend Chinese and Spanish.,จีนกับสเปนครับ
131779,Okay I just tried but It says the password is wrong.,โอเคฉันเพิ่งลองล็อคอินเข้าไป แต่มันบอกว่าพาสเวิร์ไม่ถูกต้องน่ะสิ
179559,i'm trying to find your location.,กำลังหาพิกัดของคุณอยู่ค่ะ
127597,"i have booked a reservation for 2 for tomorrow at 7pm at hillstone, can i help with anything else?",จองร้านฮิลสโตน 2 ท่าน วันพรุ่งนี้ตอน 1 ทุ่มนะคะ มีอะไรให้ช่วยอีกมั้ยคะ
103979,Yes you can we already have your card on file.,ได้ค่ะ มีบัตรบันทึกเอาไว้อยู่แล้วค่ะ
157811,"Okay the showtimes are for 10 am, 8pm, and 9:30.",โอเคค่ะ มีรอบ 10 โมง 2 ทุ่ม และ 3 ทุ่มครึ่งค่ะ
214138,"great, i've ordered your pizza and charged your card for $49.99.",เยี่ยมเลย ฉันสั่งพิซซ่าและจ่ายเงิน 49.99 ดอลล่าร์ด้วยบัตรของคุณให้แล้วค่ะ
121571,"Ok, have a nice day.",โอเคค่ะ สวัสดีค่ะ
184526,the tickets will be sent to you via text shortly.,ตั๋วจะส่งเข้าโทรศัพท์ในเร็วๆนี้นะคะ
122651,And where are you going?,แล้วจะไปไหนคะ
190966,"you are welcome, enjoy your pizza.",ยินดีค่ะ ทานพิซซ่าให้อร่อยค่ะ
22418,yes can i get your name and telephone number,ค่ะ หนูขอชื่อกับเบอร์โทรได้ไหมคะ?
155506,"Ok, your order is confirmed and ready for pickup at the Starbucks in Hawthorne.",โอเค รายการที่คุณสั่งยืนยันนะคะและพร้อมให้ไปรับที่สตาบัคสาขาฮอว์ทรอน
176215,"sounds good, and you said an uber xl right?",ฟังดูดีนะคะ คุณพูดว่าอูเบอร์เอ็กซ์แอลใช่ไหมคะ
64,understood. will do,โอเคค่ะ รับทราบ
196437,Whenever the next Sheldon is today.,รอบถัดไปของวันนี้เป็นรอบไหนก็เอารอบนั้นแหละค่ะ
66550,Great anything else?,เยี่ยม อะไรอีกมั้ยคะ
137226,"Glad to hear things are going well. I'd be happy to get you a Lyft. Can you let me know your location now, and where you will be heading?",ดีจังเลยค่ะ ดีใจนะคะที่สนใจบริการรถลิฟต์ ช่วยบอกตำแหน่งตอนนี้ของคุณและปลายทางของคุณหน่อยค่ะ
164305,how many people will be dining with you?,จะมีคนไปทานอาหารด้วยทั้งหมดกี่คนหรอคะ?
132827,"let me find that address, one moment.",ขอหาที่อยู่สักครู่นะคะ
